"CAEN.Rev.2...activitati.ale.economiei.nationale...sectiuni.si.diviziuni.","Luni","UM..Lei.RON","Valoare"
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna octombrie 2022"," Lei RON",5992
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna noiembrie 2022"," Lei RON",9483
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna decembrie 2022"," Lei RON",7019
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna ianuarie 2023"," Lei RON",6640
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna februarie 2023"," Lei RON",6765
"02-03 Silvicultura si exploatare forestiera; Pescuit si acvacultura"," Luna martie 2023"," Lei RON",6904
"INDUSTRIE"," Luna septembrie 2016"," Lei RON",2795
"INDUSTRIE"," Luna octombrie 2016"," Lei RON",2774
"INDUSTRIE"," Luna noiembrie 2016"," Lei RON",2919
"INDUSTRIE"," Luna decembrie 2016"," Lei RON",3144
"INDUSTRIE"," Luna ianuarie 2017"," Lei RON",2891
"INDUSTRIE"," Luna februarie 2017"," Lei RON",2859
"INDUSTRIE"," Luna martie 2017"," Lei RON",3089
"INDUSTRIE"," Luna aprilie 2017"," Lei RON",3109
"INDUSTRIE"," Luna mai 2017"," Lei RON",3108
"INDUSTRIE"," Luna iunie 2017"," Lei RON",3143
"INDUSTRIE"," Luna iulie 2017"," Lei RON",3141
"INDUSTRIE"," Luna august 2017"," Lei RON",3082
"INDUSTRIE"," Luna septembrie 2017"," Lei RON",3114
"INDUSTRIE"," Luna octombrie 2017"," Lei RON",3106
"INDUSTRIE"," Luna noiembrie 2017"," Lei RON",3273
"INDUSTRIE"," Luna decembrie 2017"," Lei RON",3562
"INDUSTRIE"," Luna ianuarie 2018"," Lei RON",3797
"INDUSTRIE"," Luna februarie 2018"," Lei RON",3780
"INDUSTRIE"," Luna martie 2018"," Lei RON",4074
"INDUSTRIE"," Luna aprilie 2018"," Lei RON",4094
"INDUSTRIE"," Luna mai 2018"," Lei RON",4071
"INDUSTRIE"," Luna iunie 2018"," Lei RON",4126
"INDUSTRIE"," Luna iulie 2018"," Lei RON",4155
"INDUSTRIE"," Luna august 2018"," Lei RON",4043
"INDUSTRIE"," Luna septembrie 2018"," Lei RON",4080
"INDUSTRIE"," Luna octombrie 2018"," Lei RON",4109
"INDUSTRIE"," Luna noiembrie 2018"," Lei RON",4276
"INDUSTRIE"," Luna decembrie 2018"," Lei RON",4561
"INDUSTRIE"," Luna ianuarie 2019"," Lei RON",4279
"INDUSTRIE"," Luna februarie 2019"," Lei RON",4219
"INDUSTRIE"," Luna martie 2019"," Lei RON",4503
"INDUSTRIE"," Luna aprilie 2019"," Lei RON",4604
"INDUSTRIE"," Luna mai 2019"," Lei RON",4563
"INDUSTRIE"," Luna iunie 2019"," Lei RON",4626
"INDUSTRIE"," Luna iulie 2019"," Lei RON",4630
"INDUSTRIE"," Luna august 2019"," Lei RON",4507
"INDUSTRIE"," Luna septembrie 2019"," Lei RON",4533
"INDUSTRIE"," Luna octombrie 2019"," Lei RON",4558
"INDUSTRIE"," Luna noiembrie 2019"," Lei RON",4719
"INDUSTRIE"," Luna decembrie 2019"," Lei RON",5040
"INDUSTRIE"," Luna ianuarie 2020"," Lei RON",4647
"INDUSTRIE"," Luna februarie 2020"," Lei RON",4631
"INDUSTRIE"," Luna martie 2020"," Lei RON",4760
"INDUSTRIE"," Luna aprilie 2020"," Lei RON",4457
"INDUSTRIE"," Luna mai 2020"," Lei RON",4487
"INDUSTRIE"," Luna iunie 2020"," Lei RON",4792
"INDUSTRIE"," Luna iulie 2020"," Lei RON",4879
"INDUSTRIE"," Luna august 2020"," Lei RON",4805
"INDUSTRIE"," Luna septembrie 2020"," Lei RON",4901
"INDUSTRIE"," Luna octombrie 2020"," Lei RON",4921
"INDUSTRIE"," Luna noiembrie 2020"," Lei RON",5093
"INDUSTRIE"," Luna decembrie 2020"," Lei RON",5479
"INDUSTRIE"," Luna ianuarie 2021"," Lei RON",4968
"INDUSTRIE"," Luna februarie 2021"," Lei RON",4914
"INDUSTRIE"," Luna martie 2021"," Lei RON",5155
"INDUSTRIE"," Luna aprilie 2021"," Lei RON",5326
"INDUSTRIE"," Luna mai 2021"," Lei RON",5177
"INDUSTRIE"," Luna iunie 2021"," Lei RON",5321
"INDUSTRIE"," Luna iulie 2021"," Lei RON",5344
"INDUSTRIE"," Luna august 2021"," Lei RON",5180
"INDUSTRIE"," Luna septembrie 2021"," Lei RON",5187
"INDUSTRIE"," Luna octombrie 2021"," Lei RON",5187
"INDUSTRIE"," Luna noiembrie 2021"," Lei RON",5482
"INDUSTRIE"," Luna decembrie 2021"," Lei RON",5954
"INDUSTRIE"," Luna ianuarie 2022"," Lei RON",5454
"INDUSTRIE"," Luna februarie 2022"," Lei RON",5442
"INDUSTRIE"," Luna martie 2022"," Lei RON",5798
"INDUSTRIE"," Luna aprilie 2022"," Lei RON",5957
"INDUSTRIE"," Luna mai 2022"," Lei RON",5777
"INDUSTRIE"," Luna iunie 2022"," Lei RON",5968
"INDUSTRIE"," Luna iulie 2022"," Lei RON",5987
"INDUSTRIE"," Luna august 2022"," Lei RON",5905
"INDUSTRIE"," Luna septembrie 2022"," Lei RON",6047
"INDUSTRIE"," Luna octombrie 2022"," Lei RON",5991
"INDUSTRIE"," Luna noiembrie 2022"," Lei RON",6307
"INDUSTRIE"," Luna decembrie 2022"," Lei RON",6798
"INDUSTRIE"," Luna ianuarie 2023"," Lei RON",6340
"INDUSTRIE"," Luna februarie 2023"," Lei RON",6363
"INDUSTRIE"," Luna martie 2023"," Lei RON",6731
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2016"," Lei RON",5238
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2016"," Lei RON",4444
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2016"," Lei RON",4590
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2016"," Lei RON",5563
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2017"," Lei RON",4913
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2017"," Lei RON",4495
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2017"," Lei RON",5382
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2017"," Lei RON",4979
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2017"," Lei RON",4815
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2017"," Lei RON",5220
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2017"," Lei RON",4831
"B  INDUSTRIA EXTRACTIVA"," Luna august 2017"," Lei RON",5170
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2017"," Lei RON",5520
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2017"," Lei RON",4879
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2017"," Lei RON",5043
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2017"," Lei RON",7882
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2018"," Lei RON",5587
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2018"," Lei RON",5465
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2018"," Lei RON",6020
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2018"," Lei RON",7040
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2018"," Lei RON",6231
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2018"," Lei RON",6121
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2018"," Lei RON",6368
"B  INDUSTRIA EXTRACTIVA"," Luna august 2018"," Lei RON",6194
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2018"," Lei RON",6909
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2018"," Lei RON",6235
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2018"," Lei RON",6408
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2018"," Lei RON",7287
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2019"," Lei RON",6895
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2019"," Lei RON",6132
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2019"," Lei RON",6830
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2019"," Lei RON",6997
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2019"," Lei RON",7580
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2019"," Lei RON",6845
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2019"," Lei RON",7160
"B  INDUSTRIA EXTRACTIVA"," Luna august 2019"," Lei RON",6919
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2019"," Lei RON",7594
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2019"," Lei RON",6836
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2019"," Lei RON",6841
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2019"," Lei RON",8005
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2020"," Lei RON",7384
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2020"," Lei RON",6490
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2020"," Lei RON",6951
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2020"," Lei RON",6958
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2020"," Lei RON",7447
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2020"," Lei RON",7401
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2020"," Lei RON",7765
"B  INDUSTRIA EXTRACTIVA"," Luna august 2020"," Lei RON",7389
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2020"," Lei RON",8127
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2020"," Lei RON",7440
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2020"," Lei RON",7278
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2020"," Lei RON",8257
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2021"," Lei RON",8089
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2021"," Lei RON",6993
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2021"," Lei RON",7523
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2021"," Lei RON",7838
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2021"," Lei RON",8441
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2021"," Lei RON",7880
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2021"," Lei RON",8281
"B  INDUSTRIA EXTRACTIVA"," Luna august 2021"," Lei RON",8294
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2021"," Lei RON",8571
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2021"," Lei RON",7692
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2021"," Lei RON",7840
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2021"," Lei RON",10027
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2022"," Lei RON",7684
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2022"," Lei RON",7494
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2022"," Lei RON",8212
"B  INDUSTRIA EXTRACTIVA"," Luna aprilie 2022"," Lei RON",9178
"B  INDUSTRIA EXTRACTIVA"," Luna mai 2022"," Lei RON",9020
"B  INDUSTRIA EXTRACTIVA"," Luna iunie 2022"," Lei RON",9037
"B  INDUSTRIA EXTRACTIVA"," Luna iulie 2022"," Lei RON",9247
"B  INDUSTRIA EXTRACTIVA"," Luna august 2022"," Lei RON",9070
"B  INDUSTRIA EXTRACTIVA"," Luna septembrie 2022"," Lei RON",10925
"B  INDUSTRIA EXTRACTIVA"," Luna octombrie 2022"," Lei RON",8785
"B  INDUSTRIA EXTRACTIVA"," Luna noiembrie 2022"," Lei RON",8672
"B  INDUSTRIA EXTRACTIVA"," Luna decembrie 2022"," Lei RON",11250
"B  INDUSTRIA EXTRACTIVA"," Luna ianuarie 2023"," Lei RON",9438
"B  INDUSTRIA EXTRACTIVA"," Luna februarie 2023"," Lei RON",9645
"B  INDUSTRIA EXTRACTIVA"," Luna martie 2023"," Lei RON",9608
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2016"," Lei RON",3552
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2016"," Lei RON",3701
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2016"," Lei RON",3868
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2016"," Lei RON",3992
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2017"," Lei RON",3798
"05 Extractia carbunelui superior si inferior"," Luna februarie 2017"," Lei RON",3764
"05 Extractia carbunelui superior si inferior"," Luna martie 2017"," Lei RON",3907
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2017"," Lei RON",4350
"05 Extractia carbunelui superior si inferior"," Luna mai 2017"," Lei RON",3739
"05 Extractia carbunelui superior si inferior"," Luna iunie 2017"," Lei RON",3710
"05 Extractia carbunelui superior si inferior"," Luna iulie 2017"," Lei RON",3715
"05 Extractia carbunelui superior si inferior"," Luna august 2017"," Lei RON",4326
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2017"," Lei RON",4059
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2017"," Lei RON",4005
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2017"," Lei RON",4271
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2017"," Lei RON",5432
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2018"," Lei RON",4695
"05 Extractia carbunelui superior si inferior"," Luna februarie 2018"," Lei RON",4744
"05 Extractia carbunelui superior si inferior"," Luna martie 2018"," Lei RON",4788
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2018"," Lei RON",5685
"05 Extractia carbunelui superior si inferior"," Luna mai 2018"," Lei RON",5175
"05 Extractia carbunelui superior si inferior"," Luna iunie 2018"," Lei RON",4844
"05 Extractia carbunelui superior si inferior"," Luna iulie 2018"," Lei RON",5591
"05 Extractia carbunelui superior si inferior"," Luna august 2018"," Lei RON",4877
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2018"," Lei RON",4893
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2018"," Lei RON",4881
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2018"," Lei RON",4951
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2018"," Lei RON",7049
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2019"," Lei RON",5331
"05 Extractia carbunelui superior si inferior"," Luna februarie 2019"," Lei RON",5006
"05 Extractia carbunelui superior si inferior"," Luna martie 2019"," Lei RON",5625
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2019"," Lei RON",5965
"05 Extractia carbunelui superior si inferior"," Luna mai 2019"," Lei RON",6246
"05 Extractia carbunelui superior si inferior"," Luna iunie 2019"," Lei RON",5587
"05 Extractia carbunelui superior si inferior"," Luna iulie 2019"," Lei RON",6538
"05 Extractia carbunelui superior si inferior"," Luna august 2019"," Lei RON",5702
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2019"," Lei RON",5577
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2019"," Lei RON",5611
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2019"," Lei RON",5725
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2019"," Lei RON",6877
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2020"," Lei RON",5806
"05 Extractia carbunelui superior si inferior"," Luna februarie 2020"," Lei RON",5721
"05 Extractia carbunelui superior si inferior"," Luna martie 2020"," Lei RON",5527
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2020"," Lei RON",5675
"05 Extractia carbunelui superior si inferior"," Luna mai 2020"," Lei RON",5635
"05 Extractia carbunelui superior si inferior"," Luna iunie 2020"," Lei RON",6068
"05 Extractia carbunelui superior si inferior"," Luna iulie 2020"," Lei RON",6988
"05 Extractia carbunelui superior si inferior"," Luna august 2020"," Lei RON",6088
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2020"," Lei RON",6243
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2020"," Lei RON",6232
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2020"," Lei RON",6226
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2020"," Lei RON",6674
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2021"," Lei RON",6290
"05 Extractia carbunelui superior si inferior"," Luna februarie 2021"," Lei RON",6196
"05 Extractia carbunelui superior si inferior"," Luna martie 2021"," Lei RON",6497
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2021"," Lei RON",6783
"05 Extractia carbunelui superior si inferior"," Luna mai 2021"," Lei RON",7503
"05 Extractia carbunelui superior si inferior"," Luna iunie 2021"," Lei RON",6693
"05 Extractia carbunelui superior si inferior"," Luna iulie 2021"," Lei RON",7664
"05 Extractia carbunelui superior si inferior"," Luna august 2021"," Lei RON",6514
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2021"," Lei RON",6407
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2021"," Lei RON",6468
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2021"," Lei RON",6654
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2021"," Lei RON",8210
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2022"," Lei RON",6912
"05 Extractia carbunelui superior si inferior"," Luna februarie 2022"," Lei RON",6908
"05 Extractia carbunelui superior si inferior"," Luna martie 2022"," Lei RON",7400
"05 Extractia carbunelui superior si inferior"," Luna aprilie 2022"," Lei RON",9827
"05 Extractia carbunelui superior si inferior"," Luna mai 2022"," Lei RON",8015
"05 Extractia carbunelui superior si inferior"," Luna iunie 2022"," Lei RON",9883
"05 Extractia carbunelui superior si inferior"," Luna iulie 2022"," Lei RON",9583
"05 Extractia carbunelui superior si inferior"," Luna august 2022"," Lei RON",8071
"05 Extractia carbunelui superior si inferior"," Luna septembrie 2022"," Lei RON",7868
"05 Extractia carbunelui superior si inferior"," Luna octombrie 2022"," Lei RON",8151
"05 Extractia carbunelui superior si inferior"," Luna noiembrie 2022"," Lei RON",8333
"05 Extractia carbunelui superior si inferior"," Luna decembrie 2022"," Lei RON",11973
"05 Extractia carbunelui superior si inferior"," Luna ianuarie 2023"," Lei RON",8867
"05 Extractia carbunelui superior si inferior"," Luna februarie 2023"," Lei RON",8760
"05 Extractia carbunelui superior si inferior"," Luna martie 2023"," Lei RON",9473
"06 Extractia petrolului brut si a gazelor naturale"," Luna septembrie 2016"," Lei RON",8151
"06 Extractia petrolului brut si a gazelor naturale"," Luna octombrie 2016"," Lei RON",5986
"06 Extractia petrolului brut si a gazelor naturale"," Luna noiembrie 2016"," Lei RON",6030
"06 Extractia petrolului brut si a gazelor naturale"," Luna decembrie 2016"," Lei RON",8207
"06 Extractia petrolului brut si a gazelor naturale"," Luna ianuarie 2017"," Lei RON",6761
"06 Extractia petrolului brut si a gazelor naturale"," Luna februarie 2017"," Lei RON",5764
"06 Extractia petrolului brut si a gazelor naturale"," Luna martie 2017"," Lei RON",8122
"06 Extractia petrolului brut si a gazelor naturale"," Luna aprilie 2017"," Lei RON",6586
"06 Extractia petrolului brut si a gazelor naturale"," Luna mai 2017"," Lei RON",6739
"06 Extractia petrolului brut si a gazelor naturale"," Luna iunie 2017"," Lei RON",7780
"06 Extractia petrolului brut si a gazelor naturale"," Luna iulie 2017"," Lei RON",6644
"06 Extractia petrolului brut si a gazelor naturale"," Luna august 2017"," Lei RON",7168
"06 Extractia petrolului brut si a gazelor naturale"," Luna septembrie 2017"," Lei RON",8305
"06 Extractia petrolului brut si a gazelor naturale"," Luna octombrie 2017"," Lei RON",6718
"06 Extractia petrolului brut si a gazelor naturale"," Luna noiembrie 2017"," Lei RON",6828
"06 Extractia petrolului brut si a gazelor naturale"," Luna decembrie 2017"," Lei RON",13098
"06 Extractia petrolului brut si a gazelor naturale"," Luna ianuarie 2018"," Lei RON",7605
"06 Extractia petrolului brut si a gazelor naturale"," Luna februarie 2018"," Lei RON",7230
"06 Extractia petrolului brut si a gazelor naturale"," Luna martie 2018"," Lei RON",8618
"06 Extractia petrolului brut si a gazelor naturale"," Luna aprilie 2018"," Lei RON",10633
"06 Extractia petrolului brut si a gazelor naturale"," Luna mai 2018"," Lei RON",8974
"06 Extractia petrolului brut si a gazelor naturale"," Luna iunie 2018"," Lei RON",8951
"06 Extractia petrolului brut si a gazelor naturale"," Luna iulie 2018"," Lei RON",8977
"06 Extractia petrolului brut si a gazelor naturale"," Luna august 2018"," Lei RON",9079
"06 Extractia petrolului brut si a gazelor naturale"," Luna septembrie 2018"," Lei RON",10985
"06 Extractia petrolului brut si a gazelor naturale"," Luna octombrie 2018"," Lei RON",9090
"06 Extractia petrolului brut si a gazelor naturale"," Luna noiembrie 2018"," Lei RON",9219
"06 Extractia petrolului brut si a gazelor naturale"," Luna decembrie 2018"," Lei RON",9778
"06 Extractia petrolului brut si a gazelor naturale"," Luna ianuarie 2019"," Lei RON",9584
"06 Extractia petrolului brut si a gazelor naturale"," Luna februarie 2019"," Lei RON",8144
"06 Extractia petrolului brut si a gazelor naturale"," Luna martie 2019"," Lei RON",9417
"06 Extractia petrolului brut si a gazelor naturale"," Luna aprilie 2019"," Lei RON",9484
"06 Extractia petrolului brut si a gazelor naturale"," Luna mai 2019"," Lei RON",11218
"06 Extractia petrolului brut si a gazelor naturale"," Luna iunie 2019"," Lei RON",9696
"06 Extractia petrolului brut si a gazelor naturale"," Luna iulie 2019"," Lei RON",9699
"06 Extractia petrolului brut si a gazelor naturale"," Luna august 2019"," Lei RON",9790
"06 Extractia petrolului brut si a gazelor naturale"," Luna septembrie 2019"," Lei RON",11918
"06 Extractia petrolului brut si a gazelor naturale"," Luna octombrie 2019"," Lei RON",9588
"06 Extractia petrolului brut si a gazelor naturale"," Luna noiembrie 2019"," Lei RON",9216
"06 Extractia petrolului brut si a gazelor naturale"," Luna decembrie 2019"," Lei RON",10687
"06 Extractia petrolului brut si a gazelor naturale"," Luna ianuarie 2020"," Lei RON",10682
"06 Extractia petrolului brut si a gazelor naturale"," Luna februarie 2020"," Lei RON",8509
"06 Extractia petrolului brut si a gazelor naturale"," Luna martie 2020"," Lei RON",9806
"06 Extractia petrolului brut si a gazelor naturale"," Luna aprilie 2020"," Lei RON",9263
"06 Extractia petrolului brut si a gazelor naturale"," Luna mai 2020"," Lei RON",11176
"06 Extractia petrolului brut si a gazelor naturale"," Luna iunie 2020"," Lei RON",11145
"06 Extractia petrolului brut si a gazelor naturale"," Luna iulie 2020"," Lei RON",11317
"06 Extractia petrolului brut si a gazelor naturale"," Luna august 2020"," Lei RON",10652
"06 Extractia petrolului brut si a gazelor naturale"," Luna septembrie 2020"," Lei RON",12649
"06 Extractia petrolului brut si a gazelor naturale"," Luna octombrie 2020"," Lei RON",10594
