"COU","Country","TAX","Income Tax","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,40.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,40.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,40.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,35.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,35.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,35.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,35.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,35.6,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,35.7,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,35.7,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,35.7,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,35.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,40.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,40.8,,
"TUR","Türkiye","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,40.8,,
"USA","United States","PERS_ITAX","Personal income tax","2000","2000","PC","Percentage","0","Units",,,46.5075,,
"USA","United States","PERS_ITAX","Personal income tax","2001","2001","PC","Percentage","0","Units",,,45.9125,,
"USA","United States","PERS_ITAX","Personal income tax","2002","2002","PC","Percentage","0","Units",,,45.2175,,
"USA","United States","PERS_ITAX","Personal income tax","2003","2003","PC","Percentage","0","Units",,,41.4225,,
"USA","United States","PERS_ITAX","Personal income tax","2004","2004","PC","Percentage","0","Units",,,41.375,,
"USA","United States","PERS_ITAX","Personal income tax","2005","2005","PC","Percentage","0","Units",,,41.275,,
"USA","United States","PERS_ITAX","Personal income tax","2006","2006","PC","Percentage","0","Units",,,41.275,,
"USA","United States","PERS_ITAX","Personal income tax","2007","2007","PC","Percentage","0","Units",,,41.275,,
"USA","United States","PERS_ITAX","Personal income tax","2008","2008","PC","Percentage","0","Units",,,41.725,,
"USA","United States","PERS_ITAX","Personal income tax","2009","2009","PC","Percentage","0","Units",,,41.725,,
"USA","United States","PERS_ITAX","Personal income tax","2010","2010","PC","Percentage","0","Units",,,41.725,,
"USA","United States","PERS_ITAX","Personal income tax","2011","2011","PC","Percentage","0","Units",,,41.725,,
"USA","United States","PERS_ITAX","Personal income tax","2012","2012","PC","Percentage","0","Units",,,41.78,,
"USA","United States","PERS_ITAX","Personal income tax","2013","2013","PC","Percentage","0","Units",,,46.25,,
"USA","United States","PERS_ITAX","Personal income tax","2014","2014","PC","Percentage","0","Units",,,46.25,,
"USA","United States","PERS_ITAX","Personal income tax","2015","2015","PC","Percentage","0","Units",,,46.25,,
"USA","United States","PERS_ITAX","Personal income tax","2016","2016","PC","Percentage","0","Units",,,46.25,,
"USA","United States","PERS_ITAX","Personal income tax","2017","2017","PC","Percentage","0","Units",,,46.25,,
"USA","United States","PERS_ITAX","Personal income tax","2018","2018","PC","Percentage","0","Units",,,43.65,,
"USA","United States","PERS_ITAX","Personal income tax","2019","2019","PC","Percentage","0","Units",,,43.65,,
"USA","United States","PERS_ITAX","Personal income tax","2020","2020","PC","Percentage","0","Units",,,43.65,,
"USA","United States","PERS_ITAX","Personal income tax","2021","2021","PC","Percentage","0","Units",,,43.65,,
"USA","United States","PERS_ITAX","Personal income tax","2022","2022","PC","Percentage","0","Units",,,43.65,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2000","2000","USD","US Dollar","0","Units",,,32500.613622,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2001","2001","USD","US Dollar","0","Units",,,33610.854805,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2002","2002","USD","US Dollar","0","Units",,,35332.157675,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2003","2003","USD","US Dollar","0","Units",,,35960.261541,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2004","2004","USD","US Dollar","0","Units",,,37381.11373,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2005","2005","USD","US Dollar","0","Units",,,37377.013275,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2006","2006","USD","US Dollar","0","Units",,,39876.079115,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2007","2007","USD","US Dollar","0","Units",,,42386.755702,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2008","2008","USD","US Dollar","0","Units",,,45228.377166,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2009","2009","USD","US Dollar","0","Units",,,47511.943374,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2010","2010","USD","US Dollar","0","Units",,,49580.854352,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2011","2011","USD","US Dollar","0","Units",,,51758.788013,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2012","2012","USD","US Dollar","0","Units",,,51817.018558,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2013","2013","USD","US Dollar","0","Units",,,53497.057258,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2014","2014","USD","US Dollar","0","Units",,,54252.649269,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2015","2015","USD","US Dollar","0","Units",,,55247.131551,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2016","2016","USD","US Dollar","0","Units",,,57430.542681,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2017","2017","USD","US Dollar","0","Units",,,59962.784946,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2018","2018","USD","US Dollar","0","Units",,,62209.160247,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2019","2019","USD","US Dollar","0","Units",,,64948.999603,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2020","2020","USD","US Dollar","0","Units",,,66692.589344,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2021","2021","USD","US Dollar","0","Units",,,69856.11667,,
"DNK","Denmark","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2022","2022","USD","US Dollar","0","Units",,,72528.379336,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2000","2000","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2001","2001","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2002","2002","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2003","2003","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2004","2004","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2005","2005","PC","Percentage","0","Units",,,39,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2006","2006","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2007","2007","PC","Percentage","0","Units",,,39,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2008","2008","PC","Percentage","0","Units",,,39,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2009","2009","PC","Percentage","0","Units",,,38,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2010","2010","PC","Percentage","0","Units",,,35.5,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2011","2011","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2012","2012","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2013","2013","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2014","2014","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2015","2015","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2016","2016","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2017","2017","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2018","2018","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2019","2019","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2020","2020","PC","Percentage","0","Units",,,33,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2021","2021","PC","Percentage","0","Units",,,39,,
"NZL","New Zealand","TOP_TRATE","Top tax rates","2022","2022","PC","Percentage","0","Units",,,39,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,2.147421,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,2.11636,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,2.009549,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,1.978245,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,1.928764,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,1.889034,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,1.858654,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,1.830326,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,1.765826,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,1.786827,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,1.806573,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,1.821601,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,1.834428,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,2.535029,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,2.530586,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,2.255193,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,1.803856,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,1.844204,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,1.842791,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,1.847268,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2020","2020","RATIO","Ratio","0","Units",,,1.822827,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2021","2021","RATIO","Ratio","0","Units",,,1.822304,,
"FIN","Finland","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2022","2022","RATIO","Ratio","0","Units",,,1.827105,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,5.24694,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,4.82691,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,4.42238,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,4.055153,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,3.832765,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,3.581755,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,3.390488,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,3.166501,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,3.316911,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,3.228282,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,47.770245,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,64.03128,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,9.443324,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,9.142187,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,1.815309,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,1.763438,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,38.010039,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,1.643118,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,1.559257,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,50.472245,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2020","2020","RATIO","Ratio","0","Units",,,1.497206,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2021","2021","RATIO","Ratio","0","Units",,,1.440322,,
"KOR","Korea","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2022","2022","RATIO","Ratio","0","Units",,,1.406326,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,53.805,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,51.1675,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,51.1675,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,64.1675,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,60.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,44.31,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,44.31,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,47.475,,
"DEU","Germany","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,47.475,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,54.039,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,61.05,,
"SVN","Slovenia","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,57.155,,
"EST","Estonia","PERS_ITAX","Personal income tax","2000","2000","PC","Percentage","0","Units",,,26,,
"EST","Estonia","PERS_ITAX","Personal income tax","2001","2001","PC","Percentage","0","Units",,,26,,
"EST","Estonia","PERS_ITAX","Personal income tax","2002","2002","PC","Percentage","0","Units",,,25.74,,
"EST","Estonia","PERS_ITAX","Personal income tax","2003","2003","PC","Percentage","0","Units",,,25.74,,
"EST","Estonia","PERS_ITAX","Personal income tax","2004","2004","PC","Percentage","0","Units",,,25.74,,
"EST","Estonia","PERS_ITAX","Personal income tax","2005","2005","PC","Percentage","0","Units",,,23.76,,
"EST","Estonia","PERS_ITAX","Personal income tax","2006","2006","PC","Percentage","0","Units",,,22.862,,
"EST","Estonia","PERS_ITAX","Personal income tax","2007","2007","PC","Percentage","0","Units",,,21.868,,
"EST","Estonia","PERS_ITAX","Personal income tax","2008","2008","PC","Percentage","0","Units",,,20.874,,
"EST","Estonia","PERS_ITAX","Personal income tax","2009","2009","PC","Percentage","0","Units",,,20.6325,,
"EST","Estonia","PERS_ITAX","Personal income tax","2010","2010","PC","Percentage","0","Units",,,20.412,,
"EST","Estonia","PERS_ITAX","Personal income tax","2011","2011","PC","Percentage","0","Units",,,20.412,,
"EST","Estonia","PERS_ITAX","Personal income tax","2012","2012","PC","Percentage","0","Units",,,20.412,,
"EST","Estonia","PERS_ITAX","Personal income tax","2013","2013","PC","Percentage","0","Units",,,20.58,,
"EST","Estonia","PERS_ITAX","Personal income tax","2014","2014","PC","Percentage","0","Units",,,20.58,,
"EST","Estonia","PERS_ITAX","Personal income tax","2015","2015","PC","Percentage","0","Units",,,19.68,,
"EST","Estonia","PERS_ITAX","Personal income tax","2016","2016","PC","Percentage","0","Units",,,54.68,,
"EST","Estonia","PERS_ITAX","Personal income tax","2017","2017","PC","Percentage","0","Units",,,19.68,,
"EST","Estonia","PERS_ITAX","Personal income tax","2018","2018","PC","Percentage","0","Units",,,30.791111,,
"EST","Estonia","PERS_ITAX","Personal income tax","2019","2019","PC","Percentage","0","Units",,,30.791111,,
"EST","Estonia","PERS_ITAX","Personal income tax","2020","2020","PC","Percentage","0","Units",,,30.791111,,
"EST","Estonia","PERS_ITAX","Personal income tax","2021","2021","PC","Percentage","0","Units",,,30.791111,,
"EST","Estonia","PERS_ITAX","Personal income tax","2022","2022","PC","Percentage","0","Units",,,30.791111,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,55.38,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,55.53,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,55.52,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,56.17,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,56.51,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,56.6,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,56.6,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,56.55,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,56.44,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,56.52,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,56.56,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,56.55,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,56.6,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,56.73,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,56.86,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,56.99,,
"SWE","Sweden","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,60.1,,
